ind_hhh,Industry
2395,"Fabricación de artículos de hormigón, cemento y yeso"
2396,"Corte, tallado y acabado de la piedra"
2399,Fabricación de otros productos minerales no metálicos n.c.p.
2410,Fabricación básica de hierro y acero
2429,"Fabricación de productos primarios de metales preciosos y otros metales no ferrosos , Other"
2431,Fundición de hierro y acero
2432,Fundición de metales no ferrosos
2511,Fabricación de productos metálicos para uso estructural
2512,"Fabricación de tanques, depósitos y recipientes de metal"
2520,Fabricación de armas y municiones
2591,"Forja, prensado, estampado y laminado de metales; pulvimetalurgia"
2592,Mecanizado; tratamiento y revestimiento de metales
2593,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería"
2599,Fabricación de otros productos elaborados de metal n.c.p.
2610,Fabricación de componentes electrónicos
2630,Fabricación de equipos de comunicaciones
2640,Fabricación de aparatos electrónicos de consumo
2651,"Fabricación de equipo para medir, verificar y navegar, así como equipo de control"
2660,"Fabricación de equipo radiológico, electromédico y electroterapéutico"
2670,Fabricación de instrumentos ópticos y equipo fotográfico
2711,"Fabricación de motores, generadores y transformadores eléctricos, aparatos de distribución y control de electricidad , Other"
2712,"Fabricación de motores, generadores y transformadores eléctricos, aparatos de distribución y control de electricidad , Other"
2720,Fabricación de baterías y acumuladores
2731,Fabricación de cables de fibra óptica
2732,Fabricación de otros cables eléctricos y electrónicos
2740,Fabricación de equipo de iluminación eléctrico
2750,Fabricación de aparatos de uso doméstico
2790,Fabricación de otro equipo eléctrico
2811,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas"
2812,Fabricación de equipos hidráulicos
2813,"Fabricación de otras bombas, compresores, grifos y válvulas"
2816,Fabricación de equipo de elevación y manipulación
2817,Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipo periférico)
2819,Fabricación de otros tipos de maquinaria de uso general
2821,Fabricación de maquinaria agropecuaria y forestal
2822,Fabricación de máquinas para conformar metales y maquinaria herramienta
2824,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
2825,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
2826,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros"
2829,Fabricación de otros tipos de maquinaria de uso especial
2910,Fabricación de vehículos automotores
2920,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques
2930,Fabricación de piezas y accesorios para vehículos automotores
3011,Construcción de buques y estructuras flotantes
3012,Construcción de embarcaciones de recreo y deporte
3020,Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías
3110,"FABRICACIÓN DE MUEBLES , Other"
3120,"FABRICACIÓN DE MUEBLES , Other"
3210,"Fabricación de joyas, bijouterie y artículos conexos , Other"
3220,Fabricación de instrumentos musicales
3230,Fabricación de artículos de deporte
3240,Fabricación de juegos y juguetes
3250,Fabricación de instrumentos y suministros médicos y dentales
3290,Otras industrias manufactureras n.c.p.
3311,Reparación de productos elaborados de metal
3312,Reparación de maquinaria
3313,Reparación de equipo electrónico y óptico
3314,Reparación de equipo eléctrico
3315,"Reparación de equipo de transporte, excepto los vehículos automotores"
3319,Reparación de equipo de otro tipo
3320,Instalación de maquinaria y equipo industrial
3511,"Producción, transmisión y distribución de energía eléctrica , Other"
3512,"Producción, transmisión y distribución de energía eléctrica , Other"
3513,"Producción, transmisión y distribución de energía eléctrica , Other"
3514,"Producción, transmisión y distribución de energía eléctrica , Other"
3520,Fabricación de gas; distribución de combustibles gaseosos por tuberías
3530,Suministro de vapor y aire acondicionado
3600,"Captación, tratamiento y suministro de agua"
3700,Alcantarillado
3811,Recolección de desechos inocuos
3812,Recolección de desechos peligrosos
3821,Tratamiento y eliminación de desechos inocuos
3830,Recuperación de materiales
3900,Actividades de saneamiento y otros servicios de gestión de desechos
4111,"CONSTRUCCIÓN DE EDIFICIOS , Other"
4112,"CONSTRUCCIÓN DE EDIFICIOS , Other"
4210,Construcción de carreteras y ferrocarriles
4220,Construcción de proyectos de servicios públicos
4290,Construcción de otros proyectos de ingeniería civil
4311,Demolición
4312,Preparación del terreno
4321,Instalaciones eléctricas
4322,"Instalaciones de fontanería, calefacción y aire acondicionado"
4329,Otras instalaciones de construcción
4330,Terminación y acabado de edificios
4390,Otras actividades de construcción especializadas
4511,"Comercio de vehículos automotores , Other"
4512,"Comercio de vehículos automotores , Other"
4520,Mantenimiento y reparación de vehículos automotores
4530,Comercio de piezas y accesorios de vehículos automotores
4541,"Comercio, mantenimiento y reparación de motocicletas y de sus partes y accesorios , Other"
4542,"Comercio, mantenimiento y reparación de motocicletas y de sus partes y accesorios , Other"
4610,Comercio al por mayor a cambio de una retribución o por contrata
4620,Comercio al por mayor de materias primas agropecuarias y animales vivos
4631,"Comercio al por mayor de alimentos, bebidas y tabaco , Other"
4632,"Comercio al por mayor de alimentos, bebidas y tabaco , Other"
4641,"Comercio al por mayor de textiles, ropa y calzado"
4642,"Comercio al por mayor de enseres domésticos , Other"
4643,"Comercio al por mayor de enseres domésticos , Other"
4644,"Comercio al por mayor de enseres domésticos , Other"
4645,"Comercio al por mayor de enseres domésticos , Other"
4649,Comercio al por mayor de otros enseres domésticos
4651,"Comercio al por mayor de computadoras, equipo informático periférico y programas informáticos"
4652,Comercio al por mayor de piezas y equipo electrónico y de telecomunicaciones
4653,"Comercio al por mayor de maquinaria, equipo y suministros agrícolas"
4659,Comercio al por mayor de otro tipo de maquinaria y equipo
4661,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos y de productos conexos"
4661,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos y de productos conexos"
4661,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos y de productos conexos"
4661,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos y de productos conexos"
4662,Comercio al por mayor de metales y minerales metalíferos
4662,Comercio al por mayor de metales y minerales metalíferos
4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción"
4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción"
4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción"
4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción"
4664,"Comercio al por mayor de otros productos especializados , Other"
4664,"Comercio al por mayor de otros productos especializados , Other"
4665,"Comercio al por mayor de otros productos especializados , Other"
4665,"Comercio al por mayor de otros productos especializados , Other"
4669,"Comercio al por mayor de desperdicios, desechos, n.c.p. y otros productos"
4669,"Comercio al por mayor de desperdicios, desechos, n.c.p. y otros productos"
4690,Comercio al por mayor no especializado
4711,"Comercio al por menor en almacenes no especializados con surtido compuesto principalmente de alimentos, bebidas y tabaco"
4719,Comercio al por menor de otros productos en almacenes no especializados
4721,Comercio al por menor de alimentos en almacenes especializados
4722,Comercio al por menor de bebidas en almacenes especializados
4723,Comercio al por menor de tabaco en almacenes especializados
4724,"Comercio al por menor de alimentos, bebidas y tabaco en almacenes especializados , Other"
4729,"Comercio al por menor de alimentos, bebidas y tabaco en almacenes especializados , Other"
4731,"Comercio al por menor de combustible para vehículos automotores en almacenes especializados , Other"
4732,"Comercio al por menor de combustible para vehículos automotores en almacenes especializados , Other"
4741,"Comercio al por menor de computadoras, equipo periférico, programas informáticos y equipo de telecomunicaciones en almacenes especializados"
4742,Comercio al por menor de equipo audiovisual en almacenes especializados
4751,Comercio al por menor de productos textiles en almacenes especializados
4752,"Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en almacenes especializados"
4753,"Comercio al por menor de tapices, alfombras y revestimientos de paredes y suelos en almacenes especializados"
4754,"Comercio al por menor de otro equipo de uso doméstico en almacenes especializados , Other"
4755,"Comercio al por menor de otro equipo de uso doméstico en almacenes especializados , Other"
4759,"Comercio al por menor de electrodomésticos, muebles, equipo de iluminación y otros artículos para el hogar en almacenes especializados"
4761,"Comercio al por menor de libros, periódicos y artículos de papelería en almacenes especializados"
4762,Comercio al por menor de grabaciones musicales y videográficas en almacenes especializados
4769,"Comercio al por menor de bienes culturales y de ocio en almacenes especializados , Other"
4771,"Comercio al por menor de prendas de vestir, calzado y artículos de cuero en almacenes especializados"
4772,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en almacenes especializados"
4773,Comercio al por menor de otros artículos nuevos en almacenes especializados
4774,Comercio al por menor de artículos de segunda mano
4775,"Comercio al por menor de otros artículos en almacenes especializados , Other"
4781,"Comercio al por menor de alimentos, bebidas y tabaco en puestos y mercados"
4782,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos y mercados"
4789,Comercio al por menor de otros artículos en puestos y mercados
4791,Comercio al por menor a través de empresas de venta por correo o Internet
4792,"Comercio al por menor no realizado en almacenes, puestos o mercados , Other"
4799,"Otros tipos de comercio al por menor no realizada en almacenes, puestos o mercados"
4911,Transporte de pasajeros por vía férrea
4911,Transporte de pasajeros por vía férrea
4912,Transporte de carga por vía férrea
4921,Transporte urbano o suburbano de pasajeros por vía terrestre
4921,Transporte urbano o suburbano de pasajeros por vía terrestre
4922,Otros tipos de transporte de pasajeros por vía terrestre
4922,Otros tipos de transporte de pasajeros por vía terrestre
4923,Transporte de carga por carretera
4923,Transporte de carga por carretera
4930,Transporte por tuberías
5011,Transporte de pasajeros marítimo y de cabotaje
5012,Transporte de carga marítimo y de cabotaje
5021,Transporte de pasajeros por vías de navegación interiores
5022,Transporte de carga por vías de navegación interiores
5111,"Transporte de pasajeros por vía aérea , Other"
5112,"Transporte de pasajeros por vía aérea , Other"
5121,"Transporte de carga por vía aérea , Other"
5122,"Transporte de carga por vía aérea , Other"
5210,Depósito y almacenamiento
5221,Actividades auxiliares de transporte por vía terrestre
5222,Actividades auxiliares de transporte por vía acuática
5223,Actividades auxiliares de transporte por vía aérea
5224,Manipulación de la carga
5229,Otras actividades de transporte complementarias
5310,Correo
5320,Servicios de mensajería
5511,"Alojamiento a corto plazo , Other"
5512,"Alojamiento a corto plazo , Other"
5513,"Alojamiento a corto plazo , Other"
5514,"Alojamiento a corto plazo , Other"
5519,"Alojamiento a corto plazo , Other"
5520,"Parques de caravanas, parques de remolques, campamentos de recreo y camping"
5530,"ALOJAMIENTO , Other"
5590,Otros tipos de alojamiento
5611,"Restaurantes y puestos ambulantes de comida , Other"
5612,"Restaurantes y puestos ambulantes de comida , Other"
5613,"Restaurantes y puestos ambulantes de comida , Other"
5619,"Restaurantes y puestos ambulantes de comida , Other"
5621,Servicios de comedor
5629,Otros servicios de comidas
5630,Servicio de bebidas
5811,Edición de libros
5811,Edición de libros
5813,Publicación de diarios y publicaciones periódicas
5813,Publicación de diarios y publicaciones periódicas
5819,Otras actividades de publicación
5819,Otras actividades de publicación
5820,Publicación de programas informáticos
5820,Publicación de programas informáticos
5911,"Actividades de producción de películas, vídeos y programas de televisión"
5912,"Actividades de post producción de películas, vídeos y programas de televisión"
5914,Actividades de proyección de películas
5920,Actividades de producción de grabación sonora y edición musical
6010,Radiodifusión
6020,"Radiodifusión televisiva y programación de abono , Other"
6110,Actividades de telecomunicación por cable
6120,Actividades de telecomunicación inalámbrica
6130,Actividades de telecomunicación por satélite
6190,Otras actividades de telecomunicación
6201,Actividades de programación informática
6202,Actividades de consultoría y gestión de servicios informáticos
6209,Otras actividades de tecnología de la información y servicios informáticos
6311,"Procesamiento de datos, hospedaje y actividades conexas"
6312,Portales web
6399,Otras actividades de servicios de información n.c.p.
6411,Banca central
6412,"Intermediación monetaria , Other"
6421,"Actividades de sociedades de cartera , Other"
6422,"Actividades de sociedades de cartera , Other"
6423,"Actividades de sociedades de cartera , Other"
6424,"Actividades de sociedades de cartera , Other"
6431,"Fideicomisos, fondos y otros instrumentos financieros , Other"
6432,"Fideicomisos, fondos y otros instrumentos financieros , Other"
6491,Arrendamiento financiero
6492,Otros tipos de crédito
6494,"Otras actividades de servicios financieros, excepto la financiación de planes de seguros y de pensiones , Other"
6499,"Otras actividades de servicios financieros, excepto la financiación de planes de seguros y de pensiones n.c.p."
6511,Planes de seguros de vida
6512,Planes de seguros generales
6521,"Planes de reaseguros , Other"
6522,"Planes de reaseguros , Other"
6531,"Planes de pensiones , Other"
6532,"Planes de pensiones , Other"
6612,Actividades bursátiles
6614,"Actividades auxiliares de la intermediación financiera, excepto la financiación de planes de seguros y de pensiones , Other"
6615,"Actividades auxiliares de la intermediación financiera, excepto la financiación de planes de seguros y de pensiones , Other"
6619,Actividades auxiliares de la intermediación financiera n.c.p.
6629,Otras actividades auxiliares de la financiación de planes de seguros y de pensiones
6630,Actividades de administración de fondos
6810,Actividades inmobiliarias realizadas con bienes propios o arrendados
6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
6910,Actividades jurídicas
6920,"Actividades de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos"
7010,Actividades de la sede social
7020,Actividades de consultoría de gestión
7110,Actividades de arquitectura e ingeniería y actividades conexas de asesoramiento técnico
7120,Ensayos y análisis técnicos
7210,Investigación y desarrollo experimental en el campo de las ciencias naturales y la ingeniería
7220,Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades
7310,Publicidad
7320,Investigación de mercados y realización de encuestas de opinión pública
7410,Actividades de diseño especializado
7420,Actividades de fotografía
7490,"Otras actividades profesionales, científicas y técnicas n.c.p."
7500,Actividades veterinarias
7710,Actividades de alquiler y arrendamiento de vehículos automotores
7721,Alquiler y arrendamiento de equipo de recreo y deportivo
7722,Alquiler de cintas de vídeo y discos
7729,Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.
7730,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes materiales n.c.p."
7810,Actividades de las agencias de empleo
7820,Actividades de las agencias de trabajo temporal
7830,Dotación de recursos humanos y gestión de las funciones de recursos humanos
7911,Actividades de las agencias de viajes
7912,Actividades de los operadores turísticos
7990,Otras actividades de servicios de reserva
8010,Servicios de seguridad privados
8020,Actividades de servicios de sistemas de seguridad
8030,Actividades de investigación
8110,Actividades de mantenimiento de instalaciones
8121,Limpieza general de edificios
8129,Otras actividades de limpieza de edificios e industrial
8130,Actividades de cuidado y mantenimiento de jardines
8211,Servicios de administración de oficinas
8219,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo administrativo"
8220,Actividades de las centrales de llamadas
8230,Organización de convenciones y ferias de negocios
8291,Actividades de agencias de cobro y oficinas de crédito
8292,Actividades de embalaje
8299,Otras actividades de servicios de apoyo a empresas n.c.p.
8411,Actividades de la administración pública en general
8412,"Regulación de las actividades de prestación de servicios sanitarios, educativos, culturales y otros servicios sociales, excepto seguridad social"
8413,Regulación y facilitación de la actividad económica
8414,"Administración del Estado y aplicación de la política económica y social de la comunidad , Other"
8415,"Administración del Estado y aplicación de la política económica y social de la comunidad , Other"
8421,Relaciones exteriores
8422,Actividades de defensa
8423,Actividades de mantenimiento del orden público y de seguridad
8424,"Prestación de servicios a la comunidad en general , Other"
8430,Actividades de planes de seguridad social de afiliación obligatoria
8511,"Enseñanza primaria , Other"
8512,"Enseñanza primaria , Other"
8513,"Enseñanza primaria , Other"
8521,Enseñanza secundaria de formación general
8522,Enseñanza secundaria de formación técnica y profesional
8523,"Enseñanza secundaria , Other"
8530,Enseñanza superior
8541,Educación deportiva y recreativa
8542,Educación cultural
8543,"Otros tipos de enseñanza , Other"
8544,"Otros tipos de enseñanza , Other"
8551,"Servicios de apoyo educativo , Other"
8552,"Servicios de apoyo educativo , Other"
8553,"Servicios de apoyo educativo , Other"
8559,"Servicios de apoyo educativo , Other"
8560,"ENSEÑANZA , Other"
8610,Actividades de hospitales
8621,"Actividades de médicos y odontólogos , Other"
8622,"Actividades de médicos y odontólogos , Other"
8691,"Otras actividades relacionadas con la salud humana , Other"
8692,"Otras actividades relacionadas con la salud humana , Other"
8699,"Otras actividades relacionadas con la salud humana , Other"
8710,Servicios de enfermería
8720,"Instituciones dedicadas al tratamiento del retraso mental, los problemas de salud mental y el uso indebido de sustancias nocivas"
8730,Instituciones dedicadas al cuidado de los ancianos y los discapacitados
8790,Otros servicios de atención en instituciones n.c.p.
8810,Servicios sociales sin alojamiento para los ancianos y los discapacitados
8890,Otros servicios sociales sin alojamiento n.c.p.
9001,"Actividades creativas, artísticas y de esparcimiento , Other"
9002,"Actividades creativas, artísticas y de esparcimiento , Other"
9003,"Actividades creativas, artísticas y de esparcimiento , Other"
9004,"Actividades creativas, artísticas y de esparcimiento , Other"
9005,"Actividades creativas, artísticas y de esparcimiento , Other"
9006,"Actividades creativas, artísticas y de esparcimiento , Other"
9007,"Actividades creativas, artísticas y de esparcimiento , Other"
9008,"Actividades creativas, artísticas y de esparcimiento , Other"
9101,Actividades de bibliotecas y archivos
9102,Actividades de museos y preservación de lugares y edificios históricos
9103,Actividades de jardines botánicos y zoológicos y de reservas naturales
9200,Actividades de juego y apuestas
9311,Gestión de instalaciones deportivas
9312,Actividades de clubes deportivos
9319,Otras actividades deportivas
9321,Actividades de parques de atracciones y parques temáticos
9329,Otras actividades de diversión y esparcimiento n.c.p.
9411,Actividades de organizaciones empresariales y de empleadores
9412,Actividades de organizaciones profesionales
9420,Actividades de sindicatos
9491,Actividades de organizaciones religiosas
9492,Actividades de organizaciones políticas
9499,Actividades de otras asociaciones n.c.p.
9511,Reparación de computadoras y equipo periférico
9512,Reparación de equipo de comunicaciones
9521,Reparación de aparatos electrónicos de consumo
9522,Reparación de aparatos domésticos y equipo de hogar y jardín
9523,Reparación de calzado y artículos de cuero
9524,Reparación de muebles y accesorios para el hogar
9529,"Reparación de enseres de uso personal y doméstico, n.c.p."
9601,"Lavado y limpieza de prendas de tela y de piel, incluso la limpieza en seco"
9602,Peluquería y otros tratamientos de belleza
9603,Pompas fúnebres y actividades conexas
9609,Otras actividades de servicios personales n.c.p.
9700,Actividades de los hogares en calidad de empleadores de personal doméstico
9820,Actividades indiferenciadas de producción de servicios de los hogares privados para uso propio
9900,Actividades de organizaciones y órganos extraterritoriales
